DataSetId,DataSetName,MeasureCode,MeasureName,ReportedMeasureCode,ReportedMeasureName,ReportingEndDate,ReportingStartDate
10213,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0709,Pedicle screw fusion,2023-06-30,2022-07-01
10214,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0710,Pharyngoplasty,2023-06-30,2022-07-01
10215,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0711,Pharynx - excision of,2023-06-30,2022-07-01
10216,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0712,Pilonidal sinus surgery,2023-06-30,2022-07-01
10217,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0713,Pleurodesis,2023-06-30,2022-07-01
10218,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0714,Posterior fossa decompression,2023-06-30,2022-07-01
10219,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0715,Probing of naso-lacrimal duct,2023-06-30,2022-07-01
10220,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0716,Procedure for strabismus (squint repair),2023-06-30,2022-07-01
10221,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0717,Prostate biopsy,2023-06-30,2022-07-01
10222,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0718,Pterygium - excision of,2023-06-30,2022-07-01
10223,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0719,Ptosis - repair of,2023-06-30,2022-07-01
10224,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0720,Pyeloplasty/correction of ureteropelvic junction,2023-06-30,2022-07-01
10225,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0721,Pyogenic granuloma - removal of,2023-06-30,2022-07-01
10226,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0722,Radical neck dissection,2023-06-30,2022-07-01
10227,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0723,Repair of obstructing hiatus hernia,2023-06-30,2022-07-01
10228,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0724,Replacement of aortic aneurysm with bifurcation graft,2023-06-30,2022-07-01
10229,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0725,Removal of intracranial lesion,2023-06-30,2022-07-01
10230,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0726,Rhinoplasty,2023-06-30,2022-07-01
10231,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0727,Rotator cuff - repair of,2023-06-30,2022-07-01
10232,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0728,Salpingo-oophorectomy/oophorectomy/ovarian cystectomy,2023-06-30,2022-07-01
10233,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0729,Scar revision,2023-06-30,2022-07-01
10234,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0730,Shoulder joint replacement,2023-06-30,2022-07-01
10235,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0731,Shoulder reconstruction,2023-06-30,2022-07-01
10236,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0732,Skin lesion - excision of,2023-06-30,2022-07-01
10237,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0733,Stapedectomy,2023-06-30,2022-07-01
10238,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0734,Stone/s urinary tract - removal of,2023-06-30,2022-07-01
10239,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0735,Stress incontinence surgery,2023-06-30,2022-07-01
10240,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0736,Sub-mucosal resection,2023-06-30,2022-07-01
10241,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0737,Tendon release,2023-06-30,2022-07-01
10242,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0738,Tenotomy of hip,2023-06-30,2022-07-01
10243,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0739,Thyroglossal remnant - removal of,2023-06-30,2022-07-01
10244,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0740,Thyroidectomy/hemi-thyroidectomy,2023-06-30,2022-07-01
10245,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0741,Toenail surgery,2023-06-30,2022-07-01
10246,ES 2016-17 - Percentage of patients who waited longer than 365 days for elective surgery 2022-23 - Percentage of patients who waited longer than 365 days for elective surgery,MYH0007,Percentage of patients who waited longer than 365 days for elective surgery,MYH-RM0742,Trabeculectomy,2023-06-30,2022-07-01
